river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Tejo,227.36208858941856,4792507.942184103,-792336.0436003656,4708728.32839526,-975730.5562646746,"Portugal, Spain",Europe,Portugal,Short
Rhein,80.67298498228348,5994389.860229979,1063584.8985347787,6020635.981199793,1016078.4361552275,"Germany, Switzerland",Europe,Germany,Short
Rhein,229.3511165910649,5849629.704063281,969615.5940018606,6020635.981199793,1016078.4361552275,"Austria, Germany, Switzerland",Europe,Switzerland,Short
Sukhona,119.32763451083989,8256424.237057739,4431418.030226179,8333523.487422798,4347406.602018132,Russia,Europe,Russia,Short
Sukhona,988.553334466832,8347129.247814204,4303183.194933461,8531131.35679333,5158538.680733884,Russia,Europe,Russia,Medium
Ural,99.65394015597553,6711627.9200688135,6526757.4103970295,6802012.619134038,6549488.763448665,Russia,Europe,Russia,Short
Ural,2675.2667316331185,7269582.498890796,6617769.79095575,5901680.622521837,5757913.692929894,"Kazakhstan, Russia",Europe,Russia,Long
Dnipro,770.0445985771883,6517212.774520778,3396875.1257982613,6168862.659722051,3848349.58406434,Ukraine,Europe,Ukraine,Medium
Dnipro,1851.8345494581565,7310816.531036054,3717027.3722691503,5853981.683665477,3634081.306375334,"Belarus, Russia, Ukraine",Europe,Ukraine,Medium
Dicle,537.6774109497021,4612999.909237622,4360729.066468048,4422070.481159846,4717337.3590693325,"Iraq, Turkey",Asia,Turkey,Medium
Dnepre,249.43052358848428,7497919.30523361,3755402.157669566,7310816.531036054,3717027.3722691503,Russia,Europe,Russia,Short
Pechora,4086.49314860516,8835001.556092523,6599799.955186095,10371841.726651208,5921305.484592287,Russia,Europe,Russia,Long
Seine,962.3542767422446,5994630.542685511,524609.4069293359,6326526.97844334,54898.772315042144,France,Europe,France,Medium
Oder,1194.5386115637575,6368636.197504359,1961217.874539795,7060010.605494453,1624802.5462108285,"Czechia, Germany, Poland",Europe,Poland,Medium
Tigris,1393.7149176263952,3613177.1903180485,5280326.986921097,3806458.681996441,5099443.685426048,Iraq,Asia,Iraq,Medium
Severnaya Dvina,1391.0389958833293,8531131.35679333,5158538.680733884,9453608.046296094,4511836.578384699,Russia,Europe,Russia,Medium
Rhin,456.20688297701065,6236744.0408150945,916157.2350198369,6018278.455256031,988639.9210417267,"Germany, Switzerland",Europe,Germany,Short
Nederrijn,94.48505287844317,6759754.6774523575,593450.2932035942,6744766.466724537,671368.5012368743,Netherlands,Europe,Netherlands,Short
Lek,155.29667381786905,6764463.489276015,456230.54002604575,6759754.6774523575,593450.2932035942,Netherlands,Europe,Netherlands,Short
Gharraf Canal,246.2011450852643,3606038.0726357135,5161462.991576012,3806458.681996441,5099443.685426048,Iraq,Asia,Iraq,Short
Rhine,908.8723577607796,6236744.0408150945,916157.2350198369,6734694.792419459,554966.7973629507,"Germany, Netherlands",Europe,Germany,Medium
Waal,87.18989883282414,6715980.476501098,520478.4102006792,6713989.819971111,490153.6328991346,Netherlands,Europe,Netherlands,Short
Euphrates,1245.2563980543912,3650249.253197913,5061351.5471702255,3606668.8472778234,5284169.900983148,"Iraq, Syria",Asia,Iraq,Medium
Firat,321.38905315774866,4705973.354458853,4312461.631006902,4657866.190235484,4282604.308598336,Turkey,Asia,Turkey,Short
Firat,822.6360991385944,4864588.395579305,4614801.671846468,4668108.335749765,4315614.233773508,"Syria, Turkey",Asia,Turkey,Medium
Volga,2288.6301479137805,7674124.57210868,4135644.0999763752,6974410.0107947225,5416986.881331471,Russia,Europe,Russia,Long
Volga,3518.0760625720895,7775495.868534,3628819.7210683087,5867785.920252208,5325697.28915017,Russia,Europe,Russia,Long
Al Furat,108.73531443423255,4256700.666063223,4292605.669099294,4322525.31818058,4250605.39051728,Syria,Asia,Syria,Short
Al Furat,567.0061919801087,4322525.31818058,4250605.39051728,4256794.150805172,4292475.216571023,Syria,Asia,Syria,Medium
Shatt al-Arab,199.84359527280932,3477227.8024576586,5402539.263825195,3606668.8472778234,5284169.900983148,"Iran, Iraq",Asia,Iraq,Short
Danube,2421.2370408056145,6085225.849520733,1915412.7305498114,5627571.5601222515,3200098.3579419116,"Bulgaria, Croatia, Hungary, Republic of Serbia, Romania, Slovakia",Europe,Romania,Long
Donau,1298.0966448797317,6090611.592137419,910504.2921279911,6230975.514590147,1392227.4303874574,"Austria, Germany, Slovakia",Europe,Germany,Medium
Bratul Chillia,180.21168277864007,5625329.502322215,3301590.424938589,5619582.723583117,3215247.157787654,"Romania, Ukraine",Europe,Romania,Short
Bratul Sfântu Gheorghe,130.7885075011781,5573760.4805319775,3296274.48441145,5619582.723583117,3215247.157787654,Romania,Europe,Romania,Short
Bratul Sulina,93.6866347222936,5614673.032134046,3304199.4755040566,5619551.981568534,3215209.1091335765,Romania,Europe,Romania,Short
Borcea,145.6416318113814,5551232.677921501,3103221.0491328994,5459133.393545704,3038157.8506565574,Romania,Europe,Romania,Short
Drau,253.69242724440622,9358611.94014304,-2176456.392907833,9546952.031581653,-2023003.4532432663,Iceland,Europe,Iceland,Short
Drau,581.7757043176414,5799912.22296938,1878842.5384571748,5867423.370956495,1368645.9332195525,"Austria, Croatia, Italy, Slovenia",Europe,Austria,Medium
Ceyhan,532.7991738750968,4643329.823190861,4088028.927156596,4356229.546890727,3959353.814580954,Turkey,Asia,Turkey,Medium
IJssel,173.4163195211325,6758984.80716089,661166.0264214971,6871136.527750865,652072.3980964386,Netherlands,Europe,Netherlands,Short
Hawea,16.281539548051615,-5541354.07834329,18834394.722887307,-5530091.441769701,18841606.673367746,New Zealand,Oceania,New Zealand,Short
Kawarau,65.63953182304479,-5595276.41736084,18786897.819496296,-5602055.43170707,18834231.088949967,New Zealand,Oceania,New Zealand,Short
Waiau,16.635591522633884,-5668318.753241443,18662792.67403027,-5679458.312623809,18662262.15558079,New Zealand,Oceania,New Zealand,Short
Waiau,132.54150668253752,-5780149.344730796,18668445.79594974,-5661440.105752329,18672059.522271197,New Zealand,Oceania,New Zealand,Short
Rangitaiki,183.51392792440126,-4541572.961931277,19689609.41053773,-4688968.746639554,19641023.910847787,New Zealand,Oceania,New Zealand,Short
Mataura,249.5752778781176,-5840666.336357673,18791191.918504592,-5649301.672888359,18766962.038540807,New Zealand,Oceania,New Zealand,Short
Clutha,324.3381605235074,-5537820.317625441,18828791.55238029,-5808369.578547053,18910603.353662714,New Zealand,Oceania,New Zealand,Short
Whanganui,277.0262626384554,-4831351.321413354,19481628.953716297,-4695726.196823476,19547673.333289158,New Zealand,Oceania,New Zealand,Short
Taieri,309.64639252621333,-5761815.276519728,18952836.41165888,-5701032.374391096,18890214.56507017,New Zealand,Oceania,New Zealand,Short
Rangitikei,232.70614531700096,-4879942.978940369,19507310.86956616,-4705577.026469773,19596410.40967896,New Zealand,Oceania,New Zealand,Short
Clarence,244.76644881920723,-5158991.388414063,19362766.984095138,-5150297.46854929,19225567.67871693,New Zealand,Oceania,New Zealand,Short
Oreti,244.44377020944958,-5825998.802775076,18738126.29385653,-5624002.2827556385,18726050.109280854,New Zealand,Oceania,New Zealand,Short
Manawatu,212.5149773216451,-4906027.854034782,19505509.173792925,-4841122.960551489,19605794.38536977,New Zealand,Oceania,New Zealand,Short
Buller,182.06671425835842,-5102867.80401308,19238451.69820432,-5096479.60153973,19101765.686650608,New Zealand,Oceania,New Zealand,Short
Waihou,148.13206840807658,-4448220.802241673,19548984.127250377,-4564476.278707149,19590743.508059498,New Zealand,Oceania,New Zealand,Short
Mohaka,140.38643086428692,-4715583.564346078,19726766.371551365,-4706045.513832629,19625776.67281271,New Zealand,Oceania,New Zealand,Short
Wairau,204.48127743732937,-5058987.453610481,19376544.961619157,-5153976.820649805,19241502.179288834,New Zealand,Oceania,New Zealand,Short
Whangaehu,159.12561996258097,-4844107.445568501,19491689.857168954,-4735081.564486761,19551049.35978585,New Zealand,Oceania,New Zealand,Short
Waimakariri,202.24391899219944,-5342166.752077638,19229674.029312912,-5273208.666498401,19086885.33312767,New Zealand,Oceania,New Zealand,Short
Mokau,134.86001225947288,-4652158.632471053,19440255.404506795,-4621713.056319201,19530109.383193847,New Zealand,Oceania,New Zealand,Short
Ngaruroro,154.4650930619892,-4775906.105810145,19697891.010229625,-4713362.954310028,19608211.000254903,New Zealand,Oceania,New Zealand,Short
Waiau,205.63886128962696,-5251469.9218282625,19301714.3008424,-5148974.179418166,19220055.798722327,New Zealand,Oceania,New Zealand,Short
Rakaia,194.6386344033417,-5419765.3658711305,19172777.6480686,-5328808.304032947,19024766.445588473,New Zealand,Oceania,New Zealand,Short
Hurunui,186.8395795251697,-5271881.901744899,19291674.066939726,-5242049.386864297,19134664.720368404,New Zealand,Oceania,New Zealand,Short
Turakina,113.6589015003345,-4847272.171827126,19494731.725940973,-4769779.039871525,19549903.922224473,New Zealand,Oceania,New Zealand,Short
Wairoa,76.51306813551552,-4257765.144442832,19360252.188847605,-4212796.202820899,19395771.08802534,New Zealand,Oceania,New Zealand,Short
Awatere,147.6554493669183,-5073640.668389725,19389520.271618955,-5160774.682138488,19278581.62949004,New Zealand,Oceania,New Zealand,Short
Grey,127.32834768984483,-5199883.852247498,19060724.572703276,-5193508.480843386,19159397.559381697,New Zealand,Oceania,New Zealand,Short
Rangitata,136.22935354487223,-5464011.232722962,19094915.45329481,-5362861.111724814,19017382.248858202,New Zealand,Oceania,New Zealand,Short
Tukituki,134.96776959833485,-4782085.95925395,19698480.09240405,-4825954.669819221,19610369.24576529,New Zealand,Oceania,New Zealand,Short
Motueka,106.45285059232016,-4994947.862641279,19263105.30394269,-5079163.84331982,19252038.482391022,New Zealand,Oceania,New Zealand,Short
Motueka Left Branch,12.42427773804512,-5079163.84331982,19252038.482391022,-5072103.198786279,19260754.14263249,New Zealand,Oceania,New Zealand,Short
Motueka Right Branch,25.077792290736053,-5079136.288338166,19252078.099028483,-5076427.105708526,19262345.69798093,New Zealand,Oceania,New Zealand,Short
Waitaki,132.73225751260594,-5583974.932254337,19054840.640809037,-5523111.254181625,18946160.14701541,New Zealand,Oceania,New Zealand,Short
Patea,112.33402058040325,-4805727.945365556,19423831.724585373,-4738960.915955827,19380961.355464835,New Zealand,Oceania,New Zealand,Short
Aparima,154.47411896486037,-5807478.851301669,18708188.173173334,-5693136.067455382,18688965.491692152,New Zealand,Oceania,New Zealand,Short
Tutaekuri,80.94256267292567,-4775986.2232961105,19693782.937171146,-4741617.481670731,19630106.94353347,New Zealand,Oceania,New Zealand,Short
Whakatane,105.8760603592417,-4545661.413501346,19702257.45266285,-4643023.222300162,19695465.783032,New Zealand,Oceania,New Zealand,Short
Pomahaka,162.49523376539042,-5774114.6872393405,18877521.738920093,-5661175.837224244,18832711.877026454,New Zealand,Oceania,New Zealand,Short
Orari,103.64890799682561,-5474702.700003788,19083209.59815627,-5408362.759847659,19024099.85260163,New Zealand,Oceania,New Zealand,Short
Karamea,92.47994166947889,-5023737.933996969,19160677.349017944,-5047107.177679915,19192458.504574336,New Zealand,Oceania,New Zealand,Short
Ongarue,82.44516462668338,-4679495.6866263,19509172.85152684,-4633799.535679085,19550430.995748956,New Zealand,Oceania,New Zealand,Short
Ahuriri,121.51174826308583,-5519112.6204222515,18940479.465695973,-5449928.4970649425,18888626.454646725,New Zealand,Oceania,New Zealand,Short
Inangahua,90.62107281099541,-5109522.931487096,19140515.925475176,-5178598.431100784,19157296.155133754,New Zealand,Oceania,New Zealand,Short
Waitoa,81.9124790018172,-4475669.210995637,19538804.373885337,-4539738.038468939,19553305.785658646,New Zealand,Oceania,New Zealand,Short
Moawhango,88.3271947445675,-4796352.663582787,19583845.04575375,-4734642.738792227,19576510.80043593,New Zealand,Oceania,New Zealand,Short
Piako,92.7647243481424,-4443403.993026057,19535610.928413462,-4527875.4851694945,19550723.814373672,New Zealand,Oceania,New Zealand,Short
Wairoa,48.11933632526954,-4703305.6160030365,19749895.597978726,-4670313.416591495,19761475.71335489,New Zealand,Oceania,New Zealand,Short
Ruakituri,59.511180210658495,-4670313.416591495,19761475.71335489,-4641503.653743582,19721955.533793572,New Zealand,Oceania,New Zealand,Short
Manganui,55.13662529331958,-4262108.5214520935,19364959.678855497,-4275378.1381429145,19400669.771370545,New Zealand,Oceania,New Zealand,Short
Hutt,51.67447195875211,-5019798.408299356,19469571.7162281,-4991843.79282984,19504151.873344257,New Zealand,Oceania,New Zealand,Short
Ahuriri,13.534100000159535,-5523111.254181625,18946160.14701541,-5519112.6204222515,18940479.465695973,New Zealand,Oceania,New Zealand,Short
Waikato,51.82023494110152,-4651204.717805904,19598808.07747661,-4688509.881997519,19568913.01835587,New Zealand,Oceania,New Zealand,Short
Waikato,349.61488896567425,-4651191.5306783095,19598882.143364035,-4453949.590065016,19462323.594035197,New Zealand,Oceania,New Zealand,Short
Tongariro,30.509851145702918,-4688509.881997519,19568913.01835587,-4716437.43633946,19571372.694803458,New Zealand,Oceania,New Zealand,Short
Pukaki,22.96066253757942,-5484062.494700783,18949889.868534695,-5463338.562716079,18940200.728527766,New Zealand,Oceania,New Zealand,Short
Ohau,33.128733739603355,-5488866.339345222,18945753.48776273,-5478666.542499653,18917054.758392073,New Zealand,Oceania,New Zealand,Short
Tekapo,65.29126128170759,-5488787.547625472,18947824.937653724,-5436250.527736235,18977622.454905603,New Zealand,Oceania,New Zealand,Short
Tekapo,3.230622719228807,-5492004.508100413,18947528.14065801,-5488787.547625472,18947824.937653724,New Zealand,Oceania,New Zealand,Short
Ohau,34.256154497564644,-5520404.452467832,18944975.045072425,-5488866.339345222,18945753.48776273,New Zealand,Oceania,New Zealand,Short
Volga-Don Canal,124.51148007528933,6186479.127096755,4871674.02479033,6162560.114176033,4959450.060244366,Russia,Europe,Russia,Short
Volga-Don Canal,26.344518318438976,6186479.127096755,4871674.02479033,6180172.424117975,4847082.639062754,Russia,Europe,Russia,Short
White Sea Canal,141.43868498044654,9453715.450507026,3867610.631813573,9280567.946676726,3820865.1425156165,Russia,Europe,Russia,Short
White Sea Canal,694.4463037761469,9373067.113193536,3824126.4557224507,9004862.778581683,3870880.042534672,Russia,Europe,Russia,Medium
Kovzha River,258.72913036647606,8420681.44523141,4152763.028798419,8610991.01965428,4039086.9435541593,Russia,Europe,Russia,Short
Kovzha River,56.05057063342133,8411195.68997833,4156254.969025102,8622628.279790636,3997013.80909015,Russia,Europe,Russia,Short
Moscow Canal,230.20798958129174,7668373.739846708,4131953.9448186364,7481061.188953473,4168445.0429715775,Russia,Europe,Russia,Short
Moscow Canal,3.9338627018322017,7672056.925521311,4130572.127521283,7668373.739846708,4131953.9448186364,Russia,Europe,Russia,Short
Amu Darya,202.7441263117095,5325965.696199402,6578677.516649831,5458642.6936370665,6628075.540689345,Uzbekistan,Asia,Uzbekistan,Short
Burnett,22.53909859671543,-2842465.4742285907,16954063.29028504,-2827031.177758396,16965617.734464925,Australia,Oceania,Australia,Short
Fitzroy,479.40103293231795,-1952386.7598581044,14155209.572050944,-2034299.0339552453,13792056.00381328,Australia,Oceania,Australia,Short
Fitzroy,73.43440159528613,-1977309.8858259406,13755836.41723286,-2034299.0339552453,13792056.00381328,Australia,Oceania,Australia,Short
Ord,83.33744628191509,-1805377.5711591046,14331132.056938563,-1883888.7628569999,14330615.263070276,Australia,Oceania,Australia,Short
Ord,310.2877937255771,-1980564.625490147,14201937.11746822,-1805416.9809754298,14331163.099846695,Australia,Oceania,Australia,Short
Ord,95.37179021879712,-1724209.0427470522,14281091.241793944,-1768962.583896647,14330429.358381815,Australia,Oceania,Australia,Short
Victoria,404.65692115768934,-2011638.391670317,14543293.864033766,-1750339.805164676,14524575.393740859,Australia,Oceania,Australia,Short
Victoria,130.99366812746268,-1750339.805164676,14524575.393740859,-1700333.5908780252,14441145.654027682,Australia,Oceania,Australia,Short
Roper,280.1663211297511,-1617542.9728727683,14777738.968232632,-1646224.9894638106,14979639.2206251,Australia,Oceania,Australia,Short
Katherine,282.83627494178904,-1484009.7075440513,14820442.368728435,-1638025.3715904383,14662460.244367013,Australia,Oceania,Australia,Short
Roper,132.98952895834833,-1646419.6247794516,15069117.581226151,-1646224.9894638106,14979639.2206251,Australia,Oceania,Australia,Short
Daly,280.0168012412359,-1638025.3715904383,14662460.244367013,-1490229.3036745186,14507650.146050915,Australia,Oceania,Australia,Short
